Src,Dst,LR
RLN3,ADCYAP1R1,RLN3_ADCYAP1R1
RLN3,MTNR1A,RLN3_MTNR1A
RLN3,PTH1R,RLN3_PTH1R
RLN3,GRM7,RLN3_GRM7
RLN3,RXFP4,RLN3_RXFP4
RLN3,RXFP2,RLN3_RXFP2
RLN3,GPR20,RLN3_GPR20
RLN3,RXFP1,RLN3_RXFP1
RLN3,GPR84,RLN3_GPR84
RLN3,RXFP3,RLN3_RXFP3
FAM3C,GPR42,FAM3C_GPR42
FAM3C,FFAR2,FAM3C_FFAR2
FAM3C,LAMP1,FAM3C_LAMP1
FAM3C,LIFR,FAM3C_LIFR
FAM3C,KIR2DL3,FAM3C_KIR2DL3
FAM3C,PDCD1,FAM3C_PDCD1
FAM3C,ADGRG5,FAM3C_ADGRG5
FAM3C,CLEC2D,FAM3C_CLEC2D
CCL17,CCR4,CCL17_CCR4
CCL17,CCR8,CCL17_CCR8
CCL17,ACKR1,CCL17_ACKR1
FGF13,EGFR,FGF13_EGFR
FGF13,FGFR1,FGF13_FGFR1
FGF13,FGFR2,FGF13_FGFR2
FGF13,FGFR4,FGF13_FGFR4
FGF13,FGFR3,FGF13_FGFR3
PRG4,TLR4,PRG4_TLR4
PRG4,TLR2,PRG4_TLR2
PRG4,CD44,PRG4_CD44
WNT2B,FZD9&LRP5,WNT2B_FZD9&LRP5
WNT2B,FZD9&LRP6,WNT2B_FZD9&LRP6
WNT2B,FZD6&LRP5,WNT2B_FZD6&LRP5
WNT2B,FZD6&LRP6,WNT2B_FZD6&LRP6
WNT2B,FZD7&LRP5,WNT2B_FZD7&LRP5
WNT2B,FZD7&LRP6,WNT2B_FZD7&LRP6
WNT2B,FZD5&LRP5,WNT2B_FZD5&LRP5
WNT2B,FZD2&LRP5,WNT2B_FZD2&LRP5
WNT2B,FZD8&LRP5,WNT2B_FZD8&LRP5
WNT2B,FZD3&LRP5,WNT2B_FZD3&LRP5
WNT2B,FZD4&LRP5,WNT2B_FZD4&LRP5
WNT2B,FZD10&LRP5,WNT2B_FZD10&LRP5
WNT2B,FZD1&LRP5,WNT2B_FZD1&LRP5
WNT2B,FZD5&LRP6,WNT2B_FZD5&LRP6
WNT2B,FZD2&LRP6,WNT2B_FZD2&LRP6
WNT2B,FZD8&LRP6,WNT2B_FZD8&LRP6
WNT2B,FZD3&LRP6,WNT2B_FZD3&LRP6
WNT2B,FZD4&LRP6,WNT2B_FZD4&LRP6
WNT2B,FZD10&LRP6,WNT2B_FZD10&LRP6
WNT2B,FZD1&LRP6,WNT2B_FZD1&LRP6
WNT8B,FZD9&LRP5,WNT8B_FZD9&LRP5
WNT8B,FZD9&LRP6,WNT8B_FZD9&LRP6
WNT8B,FZD6&LRP5,WNT8B_FZD6&LRP5
WNT8B,FZD6&LRP6,WNT8B_FZD6&LRP6
WNT8B,FZD7&LRP5,WNT8B_FZD7&LRP5
WNT8B,FZD7&LRP6,WNT8B_FZD7&LRP6
WNT8B,FZD5&LRP5,WNT8B_FZD5&LRP5
WNT8B,FZD2&LRP5,WNT8B_FZD2&LRP5
WNT8B,FZD8&LRP5,WNT8B_FZD8&LRP5
WNT8B,FZD3&LRP5,WNT8B_FZD3&LRP5
WNT8B,FZD4&LRP5,WNT8B_FZD4&LRP5
WNT8B,FZD10&LRP5,WNT8B_FZD10&LRP5
WNT8B,FZD1&LRP5,WNT8B_FZD1&LRP5
WNT8B,FZD5&LRP6,WNT8B_FZD5&LRP6
WNT8B,FZD2&LRP6,WNT8B_FZD2&LRP6
WNT8B,FZD8&LRP6,WNT8B_FZD8&LRP6
WNT8B,FZD3&LRP6,WNT8B_FZD3&LRP6
WNT8B,FZD4&LRP6,WNT8B_FZD4&LRP6
WNT8B,FZD10&LRP6,WNT8B_FZD10&LRP6
WNT8B,FZD1&LRP6,WNT8B_FZD1&LRP6
TSLP,CRLF2&IL7R&TSLP,TSLP_CRLF2&IL7R&TSLP
TSLP,CRLF2&IL7R,TSLP_CRLF2&IL7R
LEAP2,GHSR,LEAP2_GHSR
UCN3,CRHR1,UCN3_CRHR1
UCN3,IL10RB,UCN3_IL10RB
UCN3,CRHR2,UCN3_CRHR2
COL26A1,ITGA10&ITGB1,COL26A1_ITGA10&ITGB1
COL26A1,ITGA2&ITGB1,COL26A1_ITGA2&ITGB1
COL26A1,ITGA1&ITGB1,COL26A1_ITGA1&ITGB1
COL26A1,ITGA11&ITGB1,COL26A1_ITGA11&ITGB1
PTH2,RAMP2,PTH2_RAMP2
PTH2,RAMP3,PTH2_RAMP3
PTH2,ADRB2,PTH2_ADRB2
PTH2,ADRB3,PTH2_ADRB3
PTH2,TSHR,PTH2_TSHR
PTH2,VIPR1,PTH2_VIPR1
PTH2,ADCYAP1R1,PTH2_ADCYAP1R1
PTH2,PTH2R,PTH2_PTH2R
PTH2,PTH1R,PTH2_PTH1R
PTH2,GPR20,PTH2_GPR20
PTH2,GPR84,PTH2_GPR84
RGMA,BMPR1B,RGMA_BMPR1B
RGMA,BMPR2,RGMA_BMPR2
RGMA,NEO1,RGMA_NEO1
RGMA,TFR2,RGMA_TFR2
FAM3D,FPR1,FAM3D_FPR1
FAM3D,FPR2,FAM3D_FPR2
BCAN,EGFR,BCAN_EGFR
BCAN,NRCAM,BCAN_NRCAM
SFRP2,FZD5,SFRP2_FZD5
LRIG1,EGFR,LRIG1_EGFR
LRIG1,MET,LRIG1_MET
TAFA4,FPR1,TAFA4_FPR1
COL21A1,ITGA10&ITGB1,COL21A1_ITGA10&ITGB1
COL21A1,ITGA2&ITGB1,COL21A1_ITGA2&ITGB1
COL21A1,ITGA1&ITGB1,COL21A1_ITGA1&ITGB1
COL21A1,ITGA11&ITGB1,COL21A1_ITGA11&ITGB1
SCGB3A1,NOTCH3,SCGB3A1_NOTCH3
UCN2,CRHR1,UCN2_CRHR1
UCN2,IL10RB,UCN2_IL10RB
UCN2,CRHR2,UCN2_CRHR2
NODAL,ACVR1B&ACVR2A&CFC1,NODAL_ACVR1B&ACVR2A&CFC1
NODAL,ACVR1C&ACVR2A&CFC1,NODAL_ACVR1C&ACVR2A&CFC1
NODAL,ACVR1B&ACVR2B&CFC1,NODAL_ACVR1B&ACVR2B&CFC1
NODAL,ACVR1B&ACVR2B&TDGF1,NODAL_ACVR1B&ACVR2B&TDGF1
NODAL,ACVR1B&ACVR2A,NODAL_ACVR1B&ACVR2A
NODAL,ACVR1C&ACVR2A,NODAL_ACVR1C&ACVR2A
NODAL,ACVR1B&ACVR2B,NODAL_ACVR1B&ACVR2B
NODAL,ACVR1C&ACVR2B,NODAL_ACVR1C&ACVR2B
GPHA2,TSHR,GPHA2_TSHR
GPHA2,ADGRV1,GPHA2_ADGRV1
GPHA2,EPHA6,GPHA2_EPHA6
HBEGF,EGFR&ERBB2,HBEGF_EGFR&ERBB2
HBEGF,ERBB2&ERBB4,HBEGF_ERBB2&ERBB4
HBEGF,CD44,HBEGF_CD44
HBEGF,PRLR,HBEGF_PRLR
AMELX,CD63,AMELX_CD63
AMELX,LAMP1,AMELX_LAMP1
AMELX,LAMP2,AMELX_LAMP2
AMELY,CD63,AMELY_CD63
AMELY,LAMP1,AMELY_LAMP1
AMELY,LAMP2,AMELY_LAMP2
NELL2,ROBO3,NELL2_ROBO3
CCL13,CCR1,CCL13_CCR1
CCL13,CCR2,CCL13_CCR2
CCL13,CXCR3,CCL13_CXCR3
CCL13,CCR3,CCL13_CCR3
CCL13,CCR5,CCL13_CCR5
CCL13,CCR9,CCL13_CCR9
CCL13,ACKR1,CCL13_ACKR1
CCL13,ACKR4,CCL13_ACKR4
COL12A1,ITGA10&ITGB1,COL12A1_ITGA10&ITGB1
COL12A1,ITGA2&ITGB1,COL12A1_ITGA2&ITGB1
COL12A1,ITGA1&ITGB1,COL12A1_ITGA1&ITGB1
COL12A1,ITGA11&ITGB1,COL12A1_ITGA11&ITGB1
CCL19,CCRL2,CCL19_CCRL2
CCL19,ADRA2A,CCL19_ADRA2A
CCL19,CCR7,CCL19_CCR7
CCL19,CCR10,CCL19_CCR10
CCL19,MTNR1A,CCL19_MTNR1A
CCL19,CXCR3,CCL19_CXCR3
CCL19,GRM7,CCL19_GRM7
CCL19,ACKR4,CCL19_ACKR4
NRTN,GFRA2&RET,NRTN_GFRA2&RET
NRTN,GFRA1&RET,NRTN_GFRA1&RET
RARRES2,CCRL2,RARRES2_CCRL2
RARRES2,CMKLR1,RARRES2_CMKLR1
MYOC,FZD7,MYOC_FZD7
MYOC,FZD3,MYOC_FZD3
MYOC,FZD4,MYOC_FZD4
MYOC,FZD10,MYOC_FZD10
SEMA3C,NRP1&NRP2&PLXND1,SEMA3C_NRP1&NRP2&PLXND1
SEMA3C,NRP1&PLXNA2,SEMA3C_NRP1&PLXNA2
SEMA3C,NRP1&PLXNA3,SEMA3C_NRP1&PLXNA3
SEMA3C,NRP1&PLXNA4,SEMA3C_NRP1&PLXNA4
SEMA3C,NRP1&PLXNA1,SEMA3C_NRP1&PLXNA1
SEMA3C,NRP2&PLXNA2,SEMA3C_NRP2&PLXNA2
SEMA3C,NRP2&PLXNA3,SEMA3C_NRP2&PLXNA3
SEMA3C,NRP2&PLXNA4,SEMA3C_NRP2&PLXNA4
SEMA3C,NRP2&PLXNA1,SEMA3C_NRP2&PLXNA1
GDF15,RET,GDF15_RET
GDF15,TGFBR2,GDF15_TGFBR2
GDF15,GFRAL,GDF15_GFRAL
SOST,LRP4,SOST_LRP4
SOST,LRP5,SOST_LRP5
SOST,LRP6,SOST_LRP6
SPX,GALR2,SPX_GALR2
SPX,GALR3,SPX_GALR3
SPON2,ITGB2,SPON2_ITGB2
SPON2,ITGB1,SPON2_ITGB1
SPON2,ITGA5,SPON2_ITGA5
SPON2,ITGAM,SPON2_ITGAM
SPON2,ITGA4,SPON2_ITGA4
C1QTNF1,AVPR2,C1QTNF1_AVPR2
RSPO3,LGR5,RSPO3_LGR5
RSPO3,LRP6,RSPO3_LRP6
RSPO3,LGR4,RSPO3_LGR4
RSPO3,FZD8,RSPO3_FZD8
RSPO3,LGR6,RSPO3_LGR6
ANGPTL4,ITGAV&ITGB3,ANGPTL4_ITGAV&ITGB3
ANGPTL4,ITGA5&ITGB1,ANGPTL4_ITGA5&ITGB1
ANGPTL4,SDC3,ANGPTL4_SDC3
ANGPTL4,SDC1,ANGPTL4_SDC1
ANGPTL4,CDH5,ANGPTL4_CDH5
ANGPTL4,SDC2,ANGPTL4_SDC2
ANGPTL4,TIE1,ANGPTL4_TIE1
ANGPTL4,CDH11,ANGPTL4_CDH11
PDGFD,PDGFRA&PDGFRB,PDGFD_PDGFRA&PDGFRB
WNT10A,FZD9&LRP5,WNT10A_FZD9&LRP5
WNT10A,FZD9&LRP6,WNT10A_FZD9&LRP6
WNT10A,FZD6&LRP5,WNT10A_FZD6&LRP5
WNT10A,FZD6&LRP6,WNT10A_FZD6&LRP6
WNT10A,FZD7&LRP5,WNT10A_FZD7&LRP5
WNT10A,FZD7&LRP6,WNT10A_FZD7&LRP6
WNT10A,FZD5&LRP5,WNT10A_FZD5&LRP5
WNT10A,FZD2&LRP5,WNT10A_FZD2&LRP5
WNT10A,FZD8&LRP5,WNT10A_FZD8&LRP5
WNT10A,FZD3&LRP5,WNT10A_FZD3&LRP5
WNT10A,FZD4&LRP5,WNT10A_FZD4&LRP5
WNT10A,FZD10&LRP5,WNT10A_FZD10&LRP5
WNT10A,FZD1&LRP5,WNT10A_FZD1&LRP5
WNT10A,FZD5&LRP6,WNT10A_FZD5&LRP6
WNT10A,FZD2&LRP6,WNT10A_FZD2&LRP6
WNT10A,FZD8&LRP6,WNT10A_FZD8&LRP6
WNT10A,FZD3&LRP6,WNT10A_FZD3&LRP6
WNT10A,FZD4&LRP6,WNT10A_FZD4&LRP6
WNT10A,FZD10&LRP6,WNT10A_FZD10&LRP6
WNT10A,FZD1&LRP6,WNT10A_FZD1&LRP6
FGF23,FGFR1,FGF23_FGFR1
FGF23,FGFR2,FGF23_FGFR2
FGF23,FGFR4,FGF23_FGFR4
FGF23,FGFR3,FGF23_FGFR3
IL22,IL10RB&IL22RA1,IL22_IL10RB&IL22RA1
IL22,IL20RB&IL22RA1,IL22_IL20RB&IL22RA1
IL22,IL22&IL22RA1,IL22_IL22&IL22RA1
IL22,IL10RA,IL22_IL10RA
IL22,IL22RA2,IL22_IL22RA2
IL22,IL21R,IL22_IL21R
LACRT,SDC1,LACRT_SDC1
WNT8A,FZD9&LRP5,WNT8A_FZD9&LRP5
WNT8A,FZD9&LRP6,WNT8A_FZD9&LRP6
WNT8A,FZD6&LRP5,WNT8A_FZD6&LRP5
WNT8A,FZD6&LRP6,WNT8A_FZD6&LRP6
WNT8A,FZD7&LRP5,WNT8A_FZD7&LRP5
WNT8A,FZD7&LRP6,WNT8A_FZD7&LRP6
WNT8A,FZD5&LRP5,WNT8A_FZD5&LRP5
WNT8A,FZD2&LRP5,WNT8A_FZD2&LRP5
WNT8A,FZD8&LRP5,WNT8A_FZD8&LRP5
WNT8A,FZD3&LRP5,WNT8A_FZD3&LRP5
WNT8A,FZD4&LRP5,WNT8A_FZD4&LRP5
WNT8A,FZD10&LRP5,WNT8A_FZD10&LRP5
WNT8A,FZD1&LRP5,WNT8A_FZD1&LRP5
WNT8A,FZD5&LRP6,WNT8A_FZD5&LRP6
WNT8A,FZD2&LRP6,WNT8A_FZD2&LRP6
WNT8A,FZD8&LRP6,WNT8A_FZD8&LRP6
WNT8A,FZD3&LRP6,WNT8A_FZD3&LRP6
WNT8A,FZD4&LRP6,WNT8A_FZD4&LRP6
WNT8A,FZD10&LRP6,WNT8A_FZD10&LRP6
WNT8A,FZD1&LRP6,WNT8A_FZD1&LRP6
WNT5B,FZD9&LRP5,WNT5B_FZD9&LRP5
WNT5B,FZD9&LRP6,WNT5B_FZD9&LRP6
WNT5B,FZD6&LRP5,WNT5B_FZD6&LRP5
WNT5B,FZD6&LRP6,WNT5B_FZD6&LRP6
WNT5B,FZD7&LRP5,WNT5B_FZD7&LRP5
WNT5B,FZD7&LRP6,WNT5B_FZD7&LRP6
WNT5B,FZD5&LRP5,WNT5B_FZD5&LRP5
WNT5B,FZD2&LRP5,WNT5B_FZD2&LRP5
WNT5B,FZD8&LRP5,WNT5B_FZD8&LRP5
WNT5B,FZD3&LRP5,WNT5B_FZD3&LRP5
WNT5B,FZD10&LRP5,WNT5B_FZD10&LRP5
WNT5B,FZD1&LRP5,WNT5B_FZD1&LRP5
WNT5B,FZD5&LRP6,WNT5B_FZD5&LRP6
WNT5B,FZD2&LRP6,WNT5B_FZD2&LRP6
WNT5B,FZD8&LRP6,WNT5B_FZD8&LRP6
WNT5B,FZD3&LRP6,WNT5B_FZD3&LRP6
WNT5B,FZD10&LRP6,WNT5B_FZD10&LRP6
WNT5B,FZD1&LRP6,WNT5B_FZD1&LRP6
WNT5B,FZD4,WNT5B_FZD4
IL25,IL17RA&IL17RB,IL25_IL17RA&IL17RB
MMRN2,CLEC14A,MMRN2_CLEC14A
MMRN2,CD248,MMRN2_CD248
MMRN2,CD93,MMRN2_CD93
NTN4,DCC,NTN4_DCC
NTN4,UNC5A,NTN4_UNC5A
IL21,IL21R&IL2RG,IL21_IL21R&IL2RG
PROK2,PROKR2,PROK2_PROKR2
PROK2,PROKR1,PROK2_PROKR1
CRLF2,CRLF2&IL7R&TSLP,CRLF2_CRLF2&IL7R&TSLP
SPON1,APP,SPON1_APP
SPON1,LRP8,SPON1_LRP8
NPVF,NPFFR1,NPVF_NPFFR1
NPVF,NPFFR2,NPVF_NPFFR2
FGF22,FGFR1,FGF22_FGFR1
FGF22,FGFR2,FGF22_FGFR2
FGF22,FGFRL1,FGF22_FGFRL1
RETN,GPR25,RETN_GPR25
RETN,TLR4,RETN_TLR4
AMBN,CD63,AMBN_CD63
FGF20,FGFR1,FGF20_FGFR1
FGF20,FGFR2,FGF20_FGFR2
FGF20,FGFR4,FGF20_FGFR4
FGF20,FGFR3,FGF20_FGFR3
IL23A,IL12RB2,IL23A_IL12RB2
IL26,IL10RB&IL20RA,IL26_IL10RB&IL20RA
IL26,IL20RB,IL26_IL20RB
GDF3,ACVR1B&ACVR2A&CFC1,GDF3_ACVR1B&ACVR2A&CFC1
GDF3,ACVR1C&ACVR2A&CFC1,GDF3_ACVR1C&ACVR2A&CFC1
GDF3,ACVR1B&ACVR2B&CFC1,GDF3_ACVR1B&ACVR2B&CFC1
GDF3,ACVR1B&ACVR2A,GDF3_ACVR1B&ACVR2A
GDF3,ACVR1C&ACVR2A,GDF3_ACVR1C&ACVR2A
GDF3,ACVR1B&ACVR2B,GDF3_ACVR1B&ACVR2B
GDF3,ACVR1C&ACVR2B,GDF3_ACVR1C&ACVR2B
CCL28,ADRA2A,CCL28_ADRA2A
CCL28,CCR10,CCL28_CCR10
CCL28,MTNR1A,CCL28_MTNR1A
CCL28,CCR3,CCL28_CCR3
CCL28,GRM7,CCL28_GRM7
ENAM,CD63,ENAM_CD63
CYTL1,CCR2,CYTL1_CCR2
LTBP3,ITGB5,LTBP3_ITGB5
SEMA3G,NRP2&PLXNA2,SEMA3G_NRP2&PLXNA2
SEMA3G,NRP2&PLXNA3,SEMA3G_NRP2&PLXNA3
SEMA3G,NRP2&PLXNA4,SEMA3G_NRP2&PLXNA4
SEMA3G,NRP2&PLXNA1,SEMA3G_NRP2&PLXNA1
FGF21,FGFR1,FGF21_FGFR1
FGF21,FGFR2,FGF21_FGFR2
FGF21,FGFR4,FGF21_FGFR4
FGF21,FGFR3,FGF21_FGFR3
FGF21,KLB,FGF21_KLB
OBP2A,OR1G1,OBP2A_OR1G1
IL20,IL20RB&IL22RA1,IL20_IL20RB&IL22RA1
IL20,IL20RA&IL20RB,IL20_IL20RA&IL20RB
IL37,IL18R1&IL18RAP,IL37_IL18R1&IL18RAP
IL37,IL18R1&SIGIRR,IL37_IL18R1&SIGIRR
IL37,IL1RAPL1,IL37_IL1RAPL1
IL36B,IL1RAP&IL1RL2,IL36B_IL1RAP&IL1RL2
IL36G,IL1RAP&IL1RL2,IL36G_IL1RAP&IL1RL2
IL17C,IL17RA&IL17RE,IL17C_IL17RA&IL17RE
IFNK,IFNAR1&IFNAR2,IFNK_IFNAR1&IFNAR2
COL20A1,ITGA10&ITGB1,COL20A1_ITGA10&ITGB1
COL20A1,ITGA2&ITGB1,COL20A1_ITGA2&ITGB1
COL20A1,ITGA1&ITGB1,COL20A1_ITGA1&ITGB1
COL20A1,ITGA11&ITGB1,COL20A1_ITGA11&ITGB1
CNTN3,PTPRG,CNTN3_PTPRG
GALP,GALR2,GALP_GALR2
GALP,GALR3,GALP_GALR3
GALP,GALR1,GALP_GALR1
XCL2,XCR1,XCL2_XCR1
CLCF1,CNTFR&IL6ST&LIFR,CLCF1_CNTFR&IL6ST&LIFR
CLCF1,CRLF1,CLCF1_CRLF1
IL36RN,IL1RAP&IL1RL2,IL36RN_IL1RAP&IL1RL2
DKK3,KREMEN1,DKK3_KREMEN1
DKK4,LRP5,DKK4_LRP5
DKK4,LRP6,DKK4_LRP6
DKK4,KREMEN2,DKK4_KREMEN2
DKK4,KREMEN1,DKK4_KREMEN1
DKK2,LRP5,DKK2_LRP5
DKK2,LRP6,DKK2_LRP6
DKK2,KREMEN2,DKK2_KREMEN2
DKK2,KREMEN1,DKK2_KREMEN1
GHRL,MLNR,GHRL_MLNR
GHRL,GPR39,GHRL_GPR39
GHRL,TBXA2R,GHRL_TBXA2R
GHRL,PTGER3,GHRL_PTGER3
GHRL,PTGIR,GHRL_PTGIR
GHRL,GHRHR,GHRL_GHRHR
GHRL,GHSR,GHRL_GHSR
WNT16,FZD9&LRP5,WNT16_FZD9&LRP5
WNT16,FZD9&LRP6,WNT16_FZD9&LRP6
WNT16,FZD6&LRP5,WNT16_FZD6&LRP5
WNT16,FZD6&LRP6,WNT16_FZD6&LRP6
WNT16,FZD7&LRP5,WNT16_FZD7&LRP5
WNT16,FZD7&LRP6,WNT16_FZD7&LRP6
WNT16,FZD5&LRP5,WNT16_FZD5&LRP5
WNT16,FZD2&LRP5,WNT16_FZD2&LRP5
WNT16,FZD8&LRP5,WNT16_FZD8&LRP5
WNT16,FZD3&LRP5,WNT16_FZD3&LRP5
WNT16,FZD4&LRP5,WNT16_FZD4&LRP5
WNT16,FZD10&LRP5,WNT16_FZD10&LRP5
WNT16,FZD1&LRP5,WNT16_FZD1&LRP5
WNT16,FZD5&LRP6,WNT16_FZD5&LRP6
WNT16,FZD2&LRP6,WNT16_FZD2&LRP6
WNT16,FZD8&LRP6,WNT16_FZD8&LRP6
WNT16,FZD3&LRP6,WNT16_FZD3&LRP6
WNT16,FZD4&LRP6,WNT16_FZD4&LRP6
WNT16,FZD10&LRP6,WNT16_FZD10&LRP6
WNT16,FZD1&LRP6,WNT16_FZD1&LRP6
IL36A,IL1RAP&IL1RL2,IL36A_IL1RAP&IL1RL2
IL19,IL20RA&IL20RB,IL19_IL20RA&IL20RB
TAC3,TACR2,TAC3_TACR2
IL17B,IL17RB,IL17B_IL17RB
PCSK1N,GPR171,PCSK1N_GPR171
GDF2,ACVR2A&ACVRL1,GDF2_ACVR2A&ACVRL1
GDF2,ACVR2B&ACVRL1,GDF2_ACVR2B&ACVRL1
GDF2,ACVRL1&BMPR2,GDF2_ACVRL1&BMPR2
GDF2,ACVR1,GDF2_ACVR1
ANGPTL2,ITGA5&ITGB1,ANGPTL2_ITGA5&ITGB1
ANGPTL2,TLR4,ANGPTL2_TLR4
ANGPTL2,LILRB3,ANGPTL2_LILRB3
ANGPTL2,TIE1,ANGPTL2_TIE1
ANGPTL2,LILRB2,ANGPTL2_LILRB2
APLN,ADRA2A,APLN_ADRA2A
APLN,APLNR,APLN_APLNR
APLN,MTNR1A,APLN_MTNR1A
APLN,GRM7,APLN_GRM7
COL17A1,ITGA10&ITGB1,COL17A1_ITGA10&ITGB1
COL17A1,ITGA2&ITGB1,COL17A1_ITGA2&ITGB1
COL17A1,ITGA1&ITGB1,COL17A1_ITGA1&ITGB1
COL17A1,ITGA11&ITGB1,COL17A1_ITGA11&ITGB1
CLEC11A,ITGA10,CLEC11A_ITGA10
CLEC11A,ITGB1,CLEC11A_ITGB1
CLEC11A,ITGA11,CLEC11A_ITGA11
CCL26,CCR1,CCL26_CCR1
CCL26,CCR2,CCL26_CCR2
CCL26,CX3CR1,CCL26_CX3CR1
CCL26,CCR3,CCL26_CCR3
CCL26,CCR5,CCL26_CCR5
ANGPT4,TIE1,ANGPT4_TIE1
ANGPT4,TEK,ANGPT4_TEK
CCL27,ADRA2A,CCL27_ADRA2A
CCL27,CCR2,CCL27_CCR2
CCL27,CCR10,CCL27_CCR10
CCL27,MTNR1A,CCL27_MTNR1A
CCL27,CCR3,CCL27_CCR3
CCL27,GRM7,CCL27_GRM7
ANGPTL3,ITGAV&ITGB3,ANGPTL3_ITGAV&ITGB3
ANGPTL3,ITGA5,ANGPTL3_ITGA5
INSL5,ADRA2A,INSL5_ADRA2A
INSL5,MTNR1A,INSL5_MTNR1A
INSL5,GRM7,INSL5_GRM7
INSL5,RXFP4,INSL5_RXFP4
INSL5,RXFP2,INSL5_RXFP2
INSL5,RXFP1,INSL5_RXFP1
INSL5,RXFP3,INSL5_RXFP3
WIF1,RYK,WIF1_RYK
WNT6,FZD9&LRP5,WNT6_FZD9&LRP5
WNT6,FZD9&LRP6,WNT6_FZD9&LRP6
WNT6,FZD6&LRP5,WNT6_FZD6&LRP5
WNT6,FZD6&LRP6,WNT6_FZD6&LRP6
WNT6,FZD7&LRP5,WNT6_FZD7&LRP5
WNT6,FZD7&LRP6,WNT6_FZD7&LRP6
WNT6,FZD5&LRP5,WNT6_FZD5&LRP5
WNT6,FZD2&LRP5,WNT6_FZD2&LRP5
WNT6,FZD8&LRP5,WNT6_FZD8&LRP5
WNT6,FZD3&LRP5,WNT6_FZD3&LRP5
WNT6,FZD4&LRP5,WNT6_FZD4&LRP5
WNT6,FZD10&LRP5,WNT6_FZD10&LRP5
WNT6,FZD1&LRP5,WNT6_FZD1&LRP5
WNT6,FZD5&LRP6,WNT6_FZD5&LRP6
WNT6,FZD2&LRP6,WNT6_FZD2&LRP6
WNT6,FZD8&LRP6,WNT6_FZD8&LRP6
WNT6,FZD3&LRP6,WNT6_FZD3&LRP6
WNT6,FZD4&LRP6,WNT6_FZD4&LRP6
WNT6,FZD10&LRP6,WNT6_FZD10&LRP6
WNT6,FZD1&LRP6,WNT6_FZD1&LRP6
CD70,CD27,CD70_CD27
EFNA2,EPHA2,EFNA2_EPHA2
EFNA3,EPHA3,EFNA3_EPHA3
EFNA2,EPHA7,EFNA2_EPHA7
EFNA3,EPHA7,EFNA3_EPHA7
EFNA2,EPHA8,EFNA2_EPHA8
EFNA3,EPHA8,EFNA3_EPHA8
EFNA2,EPHA5,EFNA2_EPHA5
EFNA3,EPHA5,EFNA3_EPHA5
EFNA3,EPHA4,EFNA3_EPHA4
EFNA2,EPHA4,EFNA2_EPHA4
EFNA3,EPHA2,EFNA3_EPHA2
CCL11,ACKR2,CCL11_ACKR2
CCL13,ACKR2,CCL13_ACKR2
CCL14,ACKR2,CCL14_ACKR2
CCL2,ACKR2,CCL2_ACKR2
CCL3,ACKR2,CCL3_ACKR2
CCL4,ACKR2,CCL4_ACKR2
CCL5,ACKR2,CCL5_ACKR2
CCL7,ACKR2,CCL7_ACKR2
CCL8,ACKR2,CCL8_ACKR2
EFNA2,EPHA3,EFNA2_EPHA3
EFNA2,EPHA1,EFNA2_EPHA1
CCL22,DPP4,CCL22_DPP4
CLEC2B,KLRF1,CLEC2B_KLRF1
WNT5A,FZD1,WNT5A_FZD1
CCL11,DPP4,CCL11_DPP4
CXCL10,DPP4,CXCL10_DPP4
CXCL11,DPP4,CXCL11_DPP4
CLEC2A,KLRF2,CLEC2A_KLRF2
EFNA3,EPHA1,EFNA3_EPHA1
CXCL2,DPP4,CXCL2_DPP4
CXCL9,DPP4,CXCL9_DPP4
CXCL12,DPP4,CXCL12_DPP4
CXCL16,CXCR6,CXCL16_CXCR6
TNFSF10,TNFRSF10C,TNFSF10_TNFRSF10C
CALCA,CALCR,CALCA_CALCR
C3,C3AR1,C3_C3AR1
TNFSF8,TNFRSF8,TNFSF8_TNFRSF8
TNFSF4,TNFRSF4,TNFSF4_TNFRSF4
PLAU,PLAUR,PLAU_PLAUR
C3,CR2,C3_CR2
CCL17,ACKR2,CCL17_ACKR2
CCL18,PITPNM3,CCL18_PITPNM3
CCL22,ACKR2,CCL22_ACKR2
CCL23,ACKR2,CCL23_ACKR2
CCL24,ACKR2,CCL24_ACKR2
CCL3L1,ACKR2,CCL3L1_ACKR2
CCL4L1,ACKR2,CCL4L1_ACKR2
CD72,CD5,CD72_CD5
CNTF,IL6ST&LIFR,CNTF_IL6ST&LIFR
CNTF,CNTFR&IL6ST,CNTF_CNTFR&IL6ST
HMGB1,HAVCR2,HMGB1_HAVCR2
IL16,CD9,IL16_CD9
LCN1,LMBR1L,LCN1_LMBR1L
LGALS1,CD69,LGALS1_CD69
SEMA4D,CD72,SEMA4D_CD72
TXLNA,STX3,TXLNA_STX3
TXLNA,STX4,TXLNA_STX4
TXLNA,STX1A,TXLNA_STX1A
COL8A1,ITGA1&ITGB1,COL8A1_ITGA1&ITGB1
COL7A1,ITGA1&ITGB1,COL7A1_ITGA1&ITGB1
COL5A3,ITGA1&ITGB1,COL5A3_ITGA1&ITGB1
COL5A2,ITGA1&ITGB1,COL5A2_ITGA1&ITGB1
COL5A1,ITGA1&ITGB1,COL5A1_ITGA1&ITGB1
COL3A1,ITGA1&ITGB1,COL3A1_ITGA1&ITGB1
COL18A1,ITGA1&ITGB1,COL18A1_ITGA1&ITGB1
COL14A1,ITGA1&ITGB1,COL14A1_ITGA1&ITGB1
