ligand,receptor
CSHL1,NOTCH1
FGF3,MET
LAMB1,ITGB5
HBEGF,PIK3R2
GNB1,LCK
IL3,PRKACG
CCL3L3,CCR10
ESR1,GNA13
IL12B,IL1R1
COL11A1,ITGA6
EGFR,PIK3CG
FN1,APP
ITGB1,MAPK3
VEGFD,PDGFRB
CCL21,CCR5
PLA2G1B,ODC1
MMP7,CTNNB1
FGF7,ESR1
GDF5,MAPK1
GNAI1,MAP3K7
PRL,ODC1
ADAM10,CTNNB1
CSF1,ITGB3
LYN,MAPK14
EGF,SLC9A1
RECK,MMP14
PDGFA,SPHK1
CSF2,FCER2
FADD,MAP4K4
ARF1,MMP9
IL12A,IL1R1
PRTN3,MMP2
IL6,ABCB1
NTRK1,STAT3
FGFR2,ZYX
CRP,MPO
TNFSF12,TNFRSF1A
TGFBR2,MDM2
IL1B,IL12RB2
IL18,MAPK9
SRC,SGK1
LAMC2,ITGB3
SFRP5,FZD8
IL12B,TNF
CDKN2A,MMP2
PDGFRA,PIK3R2
CD40,CDK6
GAL,CHAT
GNB1,SRMS
PRNP,HMOX1
IGFBP3,MMP14
CCL20,CCR5
ITGA2B,BCAR1
CD4,PRKCQ
APP,CCR5
CRP,LPL
COL5A2,SDC3
CCL18,CXCR1
B2M,IL2RB
IFNA14,IFNGR1
HLA-C,KLRC4
BDNF,MAPK8
TGFB1,PTGS2
CCL16,CCR6
S1PR3,SRC
EDN1,NOX1
LYN,EPHA4
VWF,ITGA10
IFNA13,TNF
B2M,CSK
CCL20,CCR3
FASLG,CD28
WNT9A,FZD5
IFNG,CASP8
CXCL14,CCR9
IFNA17,IFNGR2
POSTN,MAP3K7
COL4A1,ITGB3
CXCR2,PKD1
BCR,PLCG2
BCR,CD80
HLA-E,KIR2DS5
WNT9A,FZD1
GNAI2,CD3G
EPHA2,A1BG
CXCR4,ERBB2
MMP1,SDC1
LAMA5,ITGB5
EPHB4,PIK3CA
CCL11,CCR1
TYK2,ALOX12B
VEGFA,MET
BCR,CSK
TGFB1,SFTPA1
PTPN11,UGCG
EGFR,KRAS
CTNNB1,PPARD
CCL23,CXCR4
IL3,LTK
TNF,MAPKAPK2
IHH,SMO
VEGFC,ERBB2
BAMBI,TGFBR3
IDE,CDK2
ITGA3,BCAR1
DCC,MAP2K2
PTPRZ1,LGALS1
AVP,TRPC6
PTPN6,IFNAR2
VEGFD,SOS1
FYN,TEK
TEK,FYN
IL2RA,MAP2K2
TGFB1,ADAMTS16
NTN1,MAP2K1
PPBP,CXCR5
TNFSF12,MAP3K14
CBL,CSF2RB
SYK,RXRA
WNT7B,FZD7
EPO,PLCG2
ITGA7,PTK2
CCL18,MAPK1
PLOD1,CYP17A1
NECTIN3,SRC
COL5A3,ITGA8
CRP,MAPK1
CCND1,TNF
TLR9,MMP13
EFNB1,MAP4K4
IL6,MAPK7
ADCY2,PRKACB
IL10,MAP3K5
PDGFD,PIK3CA
VEGFD,ERBB2
JAK2,ITGA3
IL1A,SELE
SELE,IL1A
FN1,TEK
COL6A2,SDC3
INS,PIK3R1
CCL28,CX3CR1
CDKN2A,CCND1
ICOS,PIK3R5
TGFB1,HMOX1
TNFSF12,VCAM1
CXCR4,PIK3CB
ERBB3,PRKACA
GNA15,TRPC6
CD2,PRKAR2B
FGF20,MAPK3
THBS2,ITGB6
COMP,ITGB8
PLAU,SRC
ERBB2,PIK3R5
CXCL3,XCR1
GHRL,NOS3
B2M,PRF1
NGFR,PIK3R1
NRG2,PIK3CB
COL11A1,ITGB7
GNAI3,CSK
TYK2,MPO
KITLG,FER
CD3D,PIK3R1
PTH,HDAC4
SFRP1,FZD3
IL20RA,JAK3
INSR,INPP5D
GNB1,PIK3R5
GNAI1,ADCY9
THPO,PIK3CG
IFNA2,IL1A
PTPN6,IL13RA1
NGF,PIK3R1
LPAR2,EGFR
IL2,PRKCZ
A2M,PROC
FGF6,IGF1R
CCL4,CCR9
TFRC,SLC48A1
IL6,GFAP
TGFB1,IL17A
LAMA1,ITGB7
LPAR1,PTK2B
CSF2,PRKACG
CCL23,CCR7
HTR2C,GNA11
ADRB2,MAPK3
FGFR4,CTTN
WNT6,FZD8
GNB1,HCK
TLR3,TNFSF11
COL4A6,ITGA8
LYN,EPHB2
EPHB2,LYN
KDR,PIK3R5
IL2,CCR5
GCG,GNAS
PSEN1,LRP1
KIRREL1,PIK3R2
CHAD,ITGAV
IL11,MAPK3
CD80,PRF1
COL11A1,ITGB4
IFNA13,IL16
GNAI3,RAPGEF3
HGF,MMP14
LYN,BCR
BCR,LYN
CISH,INSR
ITGA6,BCAR1
FGFR2,PLAU
KITLG,MAPK8
ADRA1B,GNA15
CCL7,CXCR4
TFF2,ITGB1
IL2RB,KRAS
JAK1,CRKL
PIK3CA,UGCG
SOCS2,IL9R
CRP,MMP1
CD40LG,APP
SPP1,PLAU
ITGB3,PI4KA
S100A4,MMP13
VEGFA,FLT4
LAMB3,ITGA2B
SFRP4,FZD3
ESR1,CD82
CD82,ESR1
IL2,ALPK3
FGF20,PDGFRA
IDE,CUL5
CCL4,XCR1
DCC,MAP2K1
TYR,ATM
ITGB1,CASP3
LAMB3,PIK3CA
TGFB1,PTGER2
JUP,ZYX
VEGFB,PDGFRB
COL1A1,SOS1
CXCL1,CXCR3
COL4A2,ITGB6
SRC,PIK3CB
FZD1,CREBBP
CCL2,CXCR5
HLA-E,ERBB2
FGF6,EGFR
LAMB4,ITGA2B
FAS,PTPRC
FGF8,PIK3CA
CCL11,CCR8
SOCS2,IL20RA
FGF22,PDGFRB
LAMA4,ITGB6
GNAI3,MAPK14
CCL20,CCR9
CCL11,CXCR6
CCL23,XCR1
LPAR2,PLCB3
COL4A6,SDC2
COL6A1,ITGB4
TNF,SENP1
SFRP4,FZD1
CCL19,CCR6
ECM1,NT5E
PDGFB,BLK
GH1,MAPK3
COL6A3,ITGA7
GNAI1,PLCB4
IL6,CISH
GRK5,CXCR2
BDNF,CTNNA1
HLA-DRB1,CD28
CD28,HLA-DRB1
FGFR1,PIK3CD
DDR2,CBL
CD40LG,MAPK9
SH2B3,EPO
LIF,MAPK1
MMP7,JUP
ESR1,KLRC3
NCSTN,NGFR
ESR1,TUBA4A
PTAFR,EGFR
FGF7,MAPK1
SPP1,ITGB8
IL1B,PIK3CB
VTN,PI4KA
HSPA8,MAPK10
FURIN,F10
CSF3,JAK2
EGF,LAMB3
GNAI2,PTK6
CCL4,PLCB1
FGF12,MAPK3
IFNGR1,PIK3R1
CCL11,XCR1
IL1A,CXCL12
TNF,MMP13
PF4V1,CCR4
CXCR4,PIK3R1
IL3,SOS1
CCL17,CX3CR1
YBX1,PTPN1
IL23A,MPO
CALML3,CAMK2B
CCL8,CXCR4
ADAM17,ICAM1
TNR,ITGA3
PDGFD,IGF1R
TYK2,NOS2
GNAI2,MAPK8
HLA-A,KIR2DS1
ELANE,MAPK1
PPBP,CCR7
FGF4,PIK3CA
COL5A1,ITGA5
COL4A1,SDC2
ANGPT1,PLD2
PRKCZ,KIT
EGFR,LAMB1
HLA-A,PRKCQ
FGFR1,PIK3R3
HLA-DRB1,PRKCQ
TLR4,OLR1
COL4A6,SDC3
CXCL12,GZMB
CTNNB1,KAT5
AVP,MAPK3
CXCL5,CCR9
LPAR2,PTK2
TNC,SDC2
CCL5,CD4
VCAM1,PTK2
IL15,NCAM1
FGFR3,PLAU
PTPN11,MAPK8
TNF,TAP1
PPP2R2B,CHEK1
IGF1,PDGFRA
SERPINA3,TNF
MMP1,SDC3
EGF,LAMC2
NPR2,MDM2
CCL22,CD80
IL15,STAT6
FGFR3,PIK3R1
ESR1,PSEN2
CCL7,CXCR2
THPO,CTTN
EGFR,PIK3CD
FGF22,MAPK3
IL11,STAT3
LRIG1,NRG1
CSF2,PPARG
ITGA1,PIK3CA
ADRB2,ASAH1
GJA1,CDH1
SNCA,SLC10A2
CD79A,CSK
FGF17,EGFR
THPO,PIK3CA
IL2RB,SMPD1
CCKBR,PRKD2
IFNG,CSF1
ANGPT1,MAPK8
GNAI2,PIK3R1
PSEN1,CDH2
GAL,MAPK1
LAMC3,ITGB7
CXCL8,ITGAM
BDNF,CDK5
TGFBR2,FGR
SERPINB2,PLAUR
CDK4,SUV39H1
PDGFB,INSRR
EFNB1,PIK3R1
S100B,TNFRSF1A
TGFBR2,RPS6KA2
CDKN2A,PLK1
ESR1,GNAQ
GNA15,PLCG1
TNF,CD38
BDNF,CASP6
GFRA1,PIK3CA
IL18BP,TNF
IGF1,ATM
LPAR3,EGFR
JAK1,PRKCB
UNC5B,PIK3CA
IL2RB,JAK2
TNF,NSMAF
PDGFD,LCK
EGFR,MTOR
TP53,EZH2
S1PR1,SOS1
ITGAV,MAP3K1
GNAI2,FYN
THPO,PLCG1
JAK1,MAP2K6
FGF21,MAPK1
CSF2,EPO
HLA-DRB1,MAP4K1
TNN,ITGA3
JAK1,MAPK14
SRC,ITK
COL4A4,ITGB4
HMOX1,CXCL10
HLA-G,KIR2DL3
COL3A1,ITGA5
VEGFD,PDGFRA
CALR,P4HB
CD19,PIK3R5
IL2,MAP2K1
IL31,MAPK3
MMP14,PTGS2
DKK3,CTNNB1
FGF9,PDGFRB
MMP3,CTNNA1
F7,LRP1
CCL28,CCR8
ITGB1,PIK3CA
COL5A2,ITGA5
IFNA6,IFNGR1
FN1,CASP3
ERBB3,PIK3R5
SST,F3
HCST,PLCG2
PF4V1,CXCR1
GNAI3,KRAS
FGF14,MAPK3
FASLG,CHUK
PRKCZ,TRIM28
IFNG,CAMK2A
IL12B,GZMB
IL2RA,MAPK11
NCSTN,SORT1
CTNNB1,ZYX
ITGAV,PI4KB
IL15,PTGS2
COL1A1,ITGA7
COL11A2,SDC3
CD58,ICAM1
VEGFC,PRKCB
THPO,MTOR
CD80,ITK
CXCL1,CX3CR1
BAG6,CASP3
EFNB2,PAK1
CCL26,CXCR5
PTPN6,LEPR
TNF,CHI3L1
F11R,PIK3R1
HLA-F,KLRC3
IGF1,CCND1
TLR4,CHUK
IL4,KLK3
THBS1,SDC2
CXCL12,MAPK1
FN1,ITGB4
PPP2R2B,PRKCI
WNT6,FZD5
CCL5,CCR7
IFNG,PIK3CA
THBS3,ITGA1
TGFB1,PTGS1
DDR1,CAMKK1
PTGS2,NOS2
VIP,VEGFA
SST,ADCY1
TEK,PIK3CA
EGF,LAMA5
PIK3R1,PDK1
SOCS2,MPL
FGF1,MMP14
EPOR,SOS1
EGF,TF
TGFB1,CXCL12
PDGFD,ERBB2
IFNG,IDO1
COL4A2,ITGA4
COL6A3,ITGA2B
IL2RB,BCL2L1
COL11A2,SDC2
PRL,TPH1
TNF,PLA2G1B
IL12B,ITGA3
BMPR1A,BMX
IL2,GZMB
YBX1,EGFR
FASLG,SMPD1
IL18R1,MAPK8
ACTB,NOS3
BACE2,APLP2
PIK3R1,UGCG
PPBP,CCR9
TNF,MAP4K2
TFPI,F7
EFNB1,MAP2K1
PF4,CXCR1
FN1,CRKL
INS,PIK3CG
GDNF,LTK
ERBB4,PLCG1
LCK,IL2RG
IL2RG,LCK
EZR,CD86
ADCY9,PRKACB
IGF1,VEGFA
CCL11,CCR4
RELN,ITGB3
GRK5,CXCR6
IGF1,PIK3CG
CXCR2,JAK3
CXCL13,CCR7
VEGFC,MAP2K4
PTPN11,PDGFB
PDGFRB,KRAS
FASLG,CASP7
TNFRSF1A,NRK
FADD,MAP2K4
CCL17,CCR9
EZR,FN1
CXCL16,CCR6
MMP13,MMP1
BTK,FGR
EGF,LAMC1
PRKCZ,CBL
NOTCH1,FLT4
COL4A6,ITGA7
CSF3,OLFM4
TGM2,EGFR
IL2RA,NRAS
FGFR4,RET
EPHB3,PRKCD
LAMA3,ITGB7
CXCL8,CD38
ERBB3,KRAS
JAK1,MAPK9
CCL26,CCR8
ITGAV,PTK2B
PLAT,PRKCE
FYN,EIF2AK2
COL6A6,ITGB3
CBL,CSF2RA
CXCL8,CCR2
IGF1,SRC
PRL,JAK1
PTPN6,IL2RG
F9,F10
F10,F9
CCL15,CXCR2
PTPN13,EPHB1
ADCY3,PRKX
HGF,BMP1
PDGFC,JAK1
RPL23,HPGDS
HLA-B,KLRC1
SRC,PARD6A
PRKCZ,MAPK8
FURIN,PROC
IL23A,CD4
LCK,EPHA2
CD40LG,LY9
IL1A,MAPK1
COL4A4,SDC2
TNFRSF11B,SLC7A5
ADIPOQ,MSR1
COL4A1,ITGA2B
FGF7,PLAU
CSF2,MAP2K1
EFNB1,PIK3CA
ITGB3,PI4KB
LCK,CD8B
CD8B,LCK
CCL23,CCR10
BMPR1B,CRY1
TGM2,MMP9
CCL5,TNFRSF4
BDNF,MAPK10
IL27,IL12RB1
SFRP5,FZD10
IL2RG,PIK3CA
CCR7,JAK2
KITLG,LYN
LAMC3,CTTN
IL6,KDR
CCL14,CXCR5
KIRREL1,PIK3CB
PIK3CA,SGMS1
IL6ST,JAK3
TLR3,NOS2
ITGB3,MAPK1
LAMB1,ITGA4
TFF1,CTNNB1
CD40LG,MAPK11
VCAM1,NOX1
FGF17,PIK3CA
HLA-C,KLRC3
IL6,SLC52A2
CTSB,APP
EFNB1,PTK2
IFNG,CXCL12
PDGFB,EGFR
IL12RB1,CD3E
NTS,PRKD1
ACTN1,PIK3CA
CSF2,PLA2G7
EPHA1,CBL
PRKCZ,KRAS
CD2,PRKACB
FGF7,SCNN1A
JAK1,PIK3R5
NRG1,PRKACA
WNT10A,FZD6
EGF,SLC12A2
EFNB1,ROCK1
FGF23,PIK3R1
CBL,FGFR3
FLNA,KLK3
TNF,LPL
LPL,TNF
S1PR1,LYN
PTPN6,IL9R
IL7R,JAK2
FGF20,PDGFRB
CTNNB1,MMP2
DCN,VEGFA
CCR1,JAK2
CD8B,IL2RG
WNT1,CREBBP
CCL3,CCR8
FLNA,IKBKB
IL4,IL2RA
VTN,ITGA6
IL1B,CXCL10
CBL,IL12RB1
FZD8,GNAQ
PLAUR,EGFR
EGF,PIP5K1C
ELANE,MUC5AC
CCL24,CCR9
CD40,ICAM1
COL6A6,ITGA6
BACE2,NOTCH1
SFRP4,FZD10
ADCY2,PRKACA
IL12A,LCK
EDN1,JAK2
SDC1,NR1H4
CXCL12,PIK3R2
TDGF1,SRC
CXCL8,CXCR4
XCL1,CCR6
BTK,HNRNPK
SRC,MAPK1
PTPN6,IL7R
CISH,IL2RA
TRAF2,SMPD3
IFNA13,ABL1
GNAI2,ADCY2
IFNG,IL1A
SRC,HIPK2
IL4,TNFRSF17
VEGFA,PRKACA
THBS4,ITGA6
TNF,CDH11
AGT,PIK3CA
ADAM17,NRG1
CXCL12,ROCK1
WNT4,GNB1
RELN,NOTCH1
IFNA13,PDCD1
THBS4,LTBP1
FN1,MAPK1
LEP,CASP1
LEP,PRKAB1
IL6,CCR7
SOCS2,CRLF2
CTNNB1,VCAN
EGF,LYN
PRKCZ,FGR
FGF11,IGF1R
CD40,FAS
EPOR,STAT3
IL12RB1,LCK
FGF22,MET
CXCL3,CCR7
IL18,CXCL12
PTPN6,IL2RA
WNT8B,FZD4
CCL7,CCR8
IL4,TYK2
INS,INPP5D
TNC,ITGA1
EGFR,LAMA1
CD8A,CSK
FGF23,MAPK3
FGF8,EGFR
THBS3,ITGB5
FPR1,PLA2G1B
GDNF,CDH1
FYN,ITGB5
IFNG,CXCL10
VEGFD,PIK3R1
ADCY9,PRKX
CXCL12,CX3CR1
EGFR,PIP5K1C
IL2RA,TNFRSF18
GNB1,CD4
CXCL5,CXCR3
FN1,PTK2
PRLH,MAPK1
PF4V1,CCR3
HLA-A,IL2RA
CCL24,CXCR1
LAMC3,ITGB6
FGF11,EGFR
IL12B,STAT3
FN1,GPER1
LAMA5,ITGA8
LPAR2,PIK3R1
LAMA1,CRKL
RELN,ITGA2
JAK2,CHEK2
CDK4,KDM5D
AR,MST1R
B2M,CD80
IL10,EPO
PRLR,JAK3
NGFR,CHUK
GNAI1,PLCB3
KIT,SOS1
FGFR4,MAP4K5
FGF11,PIK3R1
HMOX1,VEGFA
FGF8,PDGFRA
TNF,MAPK1
CTNNB1,DLG1
ARF1,PLCD1
SOCS2,IL3RA
GNAI3,ADCY9
IL23R,CD4
LAMB1,ITGA8
CCL20,CX3CR1
PLXNA1,KDR
CHAD,ITGA11
FZD6,YES1
CYBB,MMP9
DKK1,WNT1
IL3,BCL2
FGFR1,PIK3CG
LRP6,APC
GCG,TNF
EFNB1,PAK1
LAMA4,PIK3CA
LPAR2,PIK3CB
EDNRA,ADCY6
SOCS2,CSF3R
SFRP4,FZD7
CCL1,CXCR2
JAK1,CAMK2G
GNB3,PLCB3
NECTIN3,PIK3R1
CD40LG,CD47
IL17A,MAPK14
FGFR2,PIK3CD
IL18R1,NOS2
PTPRF,MAPK3
TGFB2,MAPK1
ELANE,ADRB2
TUBB4A,KCNJ3
ADCY6,PRKACG
COL3A1,ITGB7
PLAT,MMP1
ADCY1,MAPK3
S100A8,MMP1
WNT3A,CTNNB1
HGF,PDGFRB
CD8A,IL2RG
KITLG,TPSAB1
PDGFD,LYN
CDKN2A,SHH
IL18,THBS1
ADAM10,CDH2
GNAI3,BLK
COL6A1,ITGB7
PTK2,PIK3CB
HLA-A,PRF1
PIK3R1,CCND1
IL2,MBP
TYRO3,PRKCD
COL1A1,CASP3
CXCL12,PIK3R3
LAMC2,ITGA5
KITLG,PIK3C2B
S100B,FADD
NPY,MAPK3
TGFBR2,PRMT8
APP,CD40
TNR,SDC3
FGF10,PDGFRA
IL7R,LCK
NTF4,CRKL
GNAI2,AKT3
TNFRSF10C,FADD
FGF7,SFTPA2
ADIPOQ,CXCL12
ELANE,CTSG
TNFRSF1A,MAP4K3
FGF2,ICAM1
MMP14,MMP9
IFNG,HLA-E
TNF,IL6R
ELANE,MUC1
IL2RB,TNFRSF9
FGF10,MAPK3
FGF11,PLCG1
CBL,ITGA11
IL18,ICAM1
CXCL6,CXCR5
CCL21,CCR2
TNFRSF10B,CHUK
HJV,MAP3K7
GNAI1,ADCY8
CXCL10,CCR9
IGF2,S1PR1
CMTM3,AR
TGFB1,COL1A2
PRKCI,ZYX
LAMA1,ITGA10
SAA1,F3
CTNNB1,EFNA1
LAMA5,PRNP
TNC,ITGB4
CCL27,CCR9
IL6,CXCL12
GRK2,CXCR1
PDGFD,BCAR1
PDGFB,KRAS
KIRREL1,PIK3CA
HBEGF,PIK3R1
IL2RB,GZMB
JAK2,CRKL
PECAM1,PTK2
FGF20,MET
IFNA13,PRTN3
TNF,MAP2K7
GNAI2,PLCB4
NPR2,EGFR
PTPN6,IL12RB1
GNB3,PIK3CB
WNT6,YES1
PDGFA,VEGFA
CBL,ITGA8
PF4V1,CCR1
GNAI3,SRMS
IL10,CCR1
TGFB1,GLG1
EDNRA,ADCY3
IL18,CCR5
CCL22,CXCR5
CCL14,CXCR6
CXCR1,GNAI3
COL5A2,ITGA4
ADAM10,CXCL16
CXCL13,CCR2
THPO,MAPK1
IL2RB,TNFRSF18
THBS3,ITGB6
RLN1,NR3C1
FGF2,CXCR4
CALML3,CAMK2G
SFRP2,FZD10
CXCL14,CXCR2
CCL24,CCR6
CXCL14,CCR10
IGF1R,PLAU
CFTR,ASIC3
TYRO3,FGR
GNAI1,CSK
NOTCH1,APC
DDR2,CTTN
PDGFC,PLCG1
BMPR1A,TNFRSF11B
COL11A1,ITGA8
CD86,LCK
FN1,MAPK14
JAK2,FGR
NRG1,MAPK1
NTN1,VASP
WNT3,FZD2
IL2RA,JAK3
CD4,CSK
LGALS1,RET
EPHB1,MAP2K1
PTGS2,MAPK1
FLT4,PIK3R1
PRKCZ,CTTN
FGFR1,PRKAR1A
SOCS2,IFNGR2
RGMB,MAP3K7
CBL,MPL
TGFB1,MET
IFNA13,CXCL12
CRP,MMP9
JAK2,PIK3CB
PPP2R2B,MAP2K1
FYN,ITGB7
FN1,RAF1
FN1,LTK
TIMP1,ADAM10
VWF,ITGA7
CXCL12,CCR7
GNB1,CD3D
IL6,BCL2
COL4A2,ITGB7
EPHA4,CBL
IL2,CD4
GNAI1,PTK2B
TGFB1,CREBBP
ELANE,KLK1
F2,ZYX
LAMC3,PIK3CA
CXCR1,GNAI1
COL1A2,SDC3
HGF,XIAP
TGFB1,EPHB2
EPHB2,TGFB1
PDGFA,FLT4
TSLP,TNFSF4
TRAF2,MAPK11
IFNG,TGFA
CDH1,DLG1
CCL23,CXCR2
ADCYAP1,HMGB1
BMP7,AMHR2
EGF,DDAH2
TNN,SDC2
CCL17,CCR7
CTNNB1,CACNA1G
CD79A,INPP5D
COL6A6,ITGA2B
SFRP1,AR
VEGFA,PIK3R1
TNR,ITGA4
IFNA13,IL1A
CCL1,CCR3
HLA-C,KLRC2
KRT19,CASP9
INS,RPS6KB1
ITGB1,CASP7
CCL1,CXCR3
CMTM3,KLK3
CCL2,ICAM1
TLR9,TLR7
KIT,PIK3C2B
LYN,PIK3R5
IL4,STAT6
CCL3L3,CXCR6
PIK3R1,SMPD1
SEMA3E,PIP5K1B
COMP,ITGA4
IFNG,CBL
TGFA,IGF1R
IFNG,TNFSF13B
GNAI2,NOS3
ITGA4,PRKACB
IRS4,PIK3R3
IL1B,MAP2K3
TNC,ITGB7
MPL,PIK3CA
TLN1,PIK3CA
IL21,STAT3
CXCL6,CCR6
IL10,NOS2
CDH1,AJAP1
CD40LG,CCR2
JAK2,RIPK3
SFRP2,FZD6
GNAI3,PIK3R5
SFRP4,FZD2
COL6A1,SDC2
FGF13,MAP2K1
IL6,CTSB
TNN,ITGB5
LRP6,PI4K2A
SNCA,CAV1
IL2RG,SGMS1
KDR,PIK3CB
JUP,PIK3R1
FADD,MAP3K14
IRS4,PIK3R5
PIK3CA,STAT3
EPHA3,ZYX
GNAI3,CD3G
PSMD13,CUL5
IL12RB1,GZMA
HLA-E,KLRC3
IFNGR1,CAMK2D
EPHB1,PIK3R1
COL1A1,CASP8
GHR,PIK3CA
TGFB1,MAPK8
IL15,JAK3
APC,F5
TNFSF13B,MAPK14
LPAR3,CASP3
FURIN,TGFB1
PDGFC,EGFR
EGF,ANXA1
PTPRC,CD79B
LEP,MAPK1
COL4A1,ITGB5
CXCL12,CCR3
AMH,CYP19A1
TNF,F2RL1
PGF,PDGFRB
TNFSF11,STAT3
PTPN6,IL22RA2
CBL,PIK3R5
CCK,CNR1
VEGFD,PRKCZ
JAK1,SOS1
IGF1,EGFR
ACTB,NR3C1
COL11A1,ITGB3
JAK2,MAPK12
LAMB2,CTTN
GNAI2,PLCG1
GNAI2,CD4
THBS1,EGFR
XCL1,CXCR1
NCSTN,CTNNB1
ELANE,ABCC1
PRKCZ,CARD11
MET,PIK3R5
THBS3,ITGA4
IL1A,C3
GNAI3,HLA-DRA
IL6,TLR4
TNFRSF10B,SMPD1
CXCR1,MAPK14
YBX1,PDGFB
IFNGR1,JAK3
CBL,EPN1
NGF,MAP2K5
NGFR,SOS1
CAV1,TNF
PDGFRA,PIK3CD
PRL,EEF2
CXCL2,CXCR3
IL1A,MAPKAPK3
OSM,JAK1
BCR,CD86
WNT9B,FZD7
CTNNA1,PIK3CA
PRKCZ,ADRA1B
MST1R,ITGAM
HGF,CTNNB1
JAK2,MAP4K5
CD8A,PRF1
DAG1,CTTN
SOCS2,IL11RA
IL1B,ICAM1
ESR1,GNAS
ANGPTL4,LPL
FGFR3,MAPK1
IL6,CSF1
PF4V1,CX3CR1
IFNG,CTSB
EDNRB,SLC9A3
FCGR3B,PIK3CA
WNT6,FZD2
IL6,GZMB
TNC,ITGA3
LAMA2,ITGB5
VIP,JAK1
GNAI3,PLCB4
IL1A,MMP9
TNC,ITGA10
CTNNA1,ZYX
ITGA1,CASP3
CD19,PIK3R3
PF4V1,CXCR2
RELN,ABL1
IFNA13,HLA-G
FGF12,MAPK1
INHBE,CYP19A1
CMTM2,KLK3
CCL4L2,CXCR2
MMP9,SDC4
LYN,PKM
IFNA13,PTGS2
CDK4,CTTN
HCST,PIK3R2
LAMB4,ITGB5
CD4,CD8A
CD8A,CD4
TGFB1,MMP13
LAMB4,ITGA4
KDR,PECAM1
TGFB1,KLRK1
TNFRSF10A,CASP10
CD14,ICAM3
LAMC3,ITGA5
FGF10,PIK3R1
TNXB,ITGB5
SDC1,MAPK3
SAA1,PTGS2
FGF2,MAPK14
SRC,MMP9
TFF2,CTNNB1
GRK2,CCR1
EGFR,CASP10
IGF1R,RAF1
PRKCZ,RPS6KA2
LEP,CYP19A1
GNAI3,ADCY4
TFF3,SOS1
FGFR2,MMP9
COL6A6,SDC2
TNFSF10,PIK3R1
ENTPD1,P2RX7
CXCL5,CX3CR1
CBL,IL21R
TNFRSF1A,MAP2K4
WNT2B,FZD10
BMP7,CDK2
GH1,PLCG1
HSP90AA1,PTK2
PLAU,EGFR
CDK4,RBBP9
KDR,SOS1
IFNG,ICAM1
PTH,PLA2G1B
CD8B,LAT
LYN,PIK3CB
CXCL13,CX3CR1
IL12A,FASLG
IL1RN,IRAK2
IL6R,JAK3
CXCL12,CCR1
PDGFA,SPHK2
LAMB1,CTTN
WNT2,FZD10
AVP,PLAU
GNB1,PLCG1
XCL2,CXCR4
CASR,FYN
COL4A2,ITGA7
PDGFA,IL1A
FADD,MAPK1
HGF,PRKCB
IL4,MUC5AC
IFNG,EPO
TNF,NOX1
GRK5,CXCR3
FASLG,MAP2K7
P4HB,F3
GPC1,LYN
TIMP2,RECK
CD79B,MTOR
CX3CL1,CCR5
FGFR4,PLAU
LAMA3,ITGA4
JAK1,PRKCE
PPP2R2B,BRAF
CCL17,CXCR1
TNF,PLAU
PF4,CCR1
EGFR,LAMA5
HLA-F,KIR2DS1
FGF5,MET
NRG1,PIK3CB
APP,VEGFA
FGF11,PIK3CA
MMP2,HPSE
COL6A6,ITGA7
BMP8B,AMHR2
IL3,PLAU
INS,PRKCZ
LAMA1,PIK3R1
IBSP,ITGB6
CXCL12,NOS2
FGF8,MAPK3
CSF2,CSF1
SOCS2,IL4R
ITGA9,CRKL
HLA-G,KLRC4
FGF2,MBP
GNAI2,PLCB3
CTSK,ITGAL
GNAI1,PIK3CB
COL4A6,ITGA2B
CALCA,PTK2B
COL2A1,ITGA4
GFRA1,CTNND1
NR0B2,NOS2
FGFR1,PIK3CB
IL18,MAPK1
COL1A2,ITGB4
LAMA1,ITGA8
GNAI1,HLA-DRA
WNT2B,FZD2
EGF,NRAS
BSG,MAPK1
CXCL5,CCR4
BCR,INPP5D
KIRREL1,PIK3R1
VWF,ITGA6
HLA-DQA1,ITGB3
TNR,ITGB8
FGF23,PDGFRB
GNB1,SOS1
TNXB,ITGB4
CXCL8,CCR4
PRKCZ,ITK
COL2A1,ITGB7
TG,ACHE
ITGA4,JAK2
CCL21,CCR8
FGF17,MAPK1
IL2,PRF1
INS,ERBB2
FGF2,MET
GNAI3,HLA-DRB1
ITGA1,CASP7
IL6R,EPO
CDKN2A,PIK3R1
CCL2,CXCR2
LRP1,WNT1
EDN1,MAPK14
CD2,PRKACG
CCL22,CXCR2
CCL26,XCR1
FLT1,BCAR1
IL2RG,TNFRSF4
CCL16,CXCR2
FLT4,PIK3CA
IL4,NOS2
HLA-G,KLRC3
IL13,TGFB1
TNFSF10,MAP3K1
VCL,PIK3R1
WNT10A,FZD4
AGER,MAPK7
FGF22,EGFR
FGFR3,CHRNA7
MMP3,JUP
CCL5,CCR10
GUCA1A,SLC25A18
PTH,TNFSF11
GNAI3,LCK
ITGAD,CRKL
TGFBR2,TRIM24
IL2RA,PRKCE
IL1R1,MAP3K7
COL6A6,SDC3
CCL24,CXCR6
FYN,CTNNA1
RELN,ITGA6
GNAI1,SRMS
CALML3,MYLK
CDH1,PIK3CA
PDCD1,PIK3CG
FGF7,VEGFA
EGF,LAMA2
GNA13,CYTH3
EGF,ITGA6
GNB1,MAPK14
CCL1,CCR9
COL5A1,ITGB5
