,ligand,receptor,Source,evidence,type,LR
9012,PPP2R2B,TGFBR2,cellinker,24319055,Cell adhesion,PPP2R2B_TGFBR2
9013,AXL,EGFR,cellinker,23045285,Cell adhesion,AXL_EGFR
9014,MXRA5,AXL,cellinker,32822567,Secreted protein to receptor interaction,MXRA5_AXL
9015,AXL,PILRB,cellinker,32822567,Cell adhesion,AXL_PILRB
9016,AXL,PILRA,cellinker,32822567,Cell adhesion,AXL_PILRA
9017,AXL,IL6R,cellinker,32822567,Cell adhesion,AXL_IL6R
9018,AXL,KIR3DL1,cellinker,32822567,Cell adhesion,AXL_KIR3DL1
9019,PSG9,AXL,cellinker,32822567,Secreted protein to receptor interaction,PSG9_AXL
9020,AXL,KIR2DL5A,cellinker,32822567,Cell adhesion,AXL_KIR2DL5A
9021,AXL,PTPRF,cellinker,32822567,Cell adhesion,AXL_PTPRF
9022,AXL,ADAM17,cellinker,27237127;31917795,Cell adhesion,AXL_ADAM17
9023,AXL,IL1RL1,cellinker,32822567,Cell adhesion,AXL_IL1RL1
9024,LRRC4,PRKCZ,cellinker,25948265,Cell adhesion,LRRC4_PRKCZ
9025,PRLR,PRLR,cellinker,27003442,Cell adhesion,PRLR_PRLR
9026,PARD3,JAM2,cellinker,17916321,Cell adhesion,PARD3_JAM2
9027,LRRC4,PARD3,cellinker,25948265,Cell adhesion,LRRC4_PARD3
9028,PARD3,JAM3,cellinker,17916321,Cell adhesion,PARD3_JAM3
9029,B2M,CD1C,cellinker,9209486,Secreted protein to receptor interaction,B2M_CD1C
9030,PSG5,TNFRSF12A,cellinker,32822567,Secreted protein to receptor interaction,PSG5_TNFRSF12A
9031,PSG7,CLEC4A,cellinker,32822567,Secreted protein to receptor interaction,PSG7_CLEC4A
9032,FSTL5,CEACAM19,cellinker,32822567,Secreted protein to receptor interaction,FSTL5_CEACAM19
9033,VSTM2L,KIR2DL5A,cellinker,32822567,Cell adhesion,VSTM2L_KIR2DL5A
9034,TCTN1,CC2D2A,cellinker,21725307,Cell adhesion,TCTN1_CC2D2A
9035,PRTG,ISLR2,cellinker,32822567,Cell adhesion,PRTG_ISLR2
9036,LRRN1,LRRC4C,cellinker,32822567,Cell adhesion,LRRN1_LRRC4C
9037,LRRN1,UNC5A,cellinker,32822567,Cell adhesion,LRRN1_UNC5A
9038,SIGLEC15,LRRC4C,cellinker,32822567,Cell adhesion,SIGLEC15_LRRC4C
9039,CADM1,PTPN13,cellinker,19561085,Cell adhesion,CADM1_PTPN13
9040,CADM4,CADM3,cellinker,31451613,Cell adhesion,CADM4_CADM3
9041,SIGLEC1,PTPRC,cellinker,10575006,Cell adhesion,SIGLEC1_PTPRC
9042,PTPRD,LRFN5,cellinker,32822567,Cell adhesion,PTPRD_LRFN5
9043,PTPRD,IL1RAPL2,cellinker,32822567,Cell adhesion,PTPRD_IL1RAPL2
9044,PTPRD,LRFN1,cellinker,32822567,Cell adhesion,PTPRD_LRFN1
9045,PTPRD,LRFN4,cellinker,32822567,Cell adhesion,PTPRD_LRFN4
9046,PTPRF,SIRPB1,cellinker,32822567,Cell adhesion,PTPRF_SIRPB1
9047,PTPRF,LRFN5,cellinker,32822567,Cell adhesion,PTPRF_LRFN5
9048,PTPRF,LRFN1,cellinker,32822567,Cell adhesion,PTPRF_LRFN1
9049,PTPRF,LRFN4,cellinker,32822567,Cell adhesion,PTPRF_LRFN4
9050,CNTN6,PTPRG,cellinker,20133774,Secreted protein to receptor interaction,CNTN6_PTPRG
9051,CNTN5,PTPRG,cellinker,20133774,Cell adhesion,CNTN5_PTPRG
9052,DSCAML1,PTPRK,cellinker,32822567,Cell adhesion,DSCAML1_PTPRK
9053,PTPRS,IL1RAPL1,cellinker,32822567,Cell adhesion,PTPRS_IL1RAPL1
9054,PTPRS,LRFN5,cellinker,32822567,Cell adhesion,PTPRS_LRFN5
9055,PTPRS,IL1RAPL2,cellinker,32822567,Cell adhesion,PTPRS_IL1RAPL2
9056,PTPRS,LRFN1,cellinker,32822567,Cell adhesion,PTPRS_LRFN1
9057,PTPRS,LRFN4,cellinker,32822567,Cell adhesion,PTPRS_LRFN4
9058,NECTIN2,PVR,cellinker,30759143,Cell adhesion,NECTIN2_PVR
9059,RET,GFRA4,cellinker,9883723,Cell adhesion,RET_GFRA4
9060,MPIG6B,ROBO1,cellinker,32822567,Cell adhesion,MPIG6B_ROBO1
9061,SCN2B,CD200R1,cellinker,32822567,Cell adhesion,SCN2B_CD200R1
9062,MXRA5,SCN2B,cellinker,32822567,Secreted protein to receptor interaction,MXRA5_SCN2B
9063,PDCD1,CEACAM1,cellinker,32822567,Cell adhesion,PDCD1_CEACAM1
9064,MFAP3L,CEACAM1,cellinker,32822567,Cell adhesion,MFAP3L_CEACAM1
9065,BICD1,F2R,cellinker,20164183,Cell adhesion,BICD1_F2R
9066,SDC4,ADAM12,cellinker,12509413,Cell adhesion,SDC4_ADAM12
9067,BMP2,GREM1,cellinker,29317497,Cytokine-cytokine receptor interaction,BMP2_GREM1
9068,CNTN5,SLAMF1,cellinker,32822567,Cell adhesion,CNTN5_SLAMF1
9069,BMP4,GREM2,cellinker,24614542,Secreted protein to receptor interaction,BMP4_GREM2
9070,BMPR1A,ENG,cellinker,9872992,Cell adhesion,BMPR1A_ENG
9071,BMPR1B,ENG,cellinker,9872992,Cell adhesion,BMPR1B_ENG
9072,GDF10,BMPR2,cellinker,27252362,Cytokine-cytokine receptor interaction,GDF10_BMPR2
9073,MXRA5,SIGLEC1,cellinker,32822567,Secreted protein to receptor interaction,MXRA5_SIGLEC1
9074,HAVCR1,SIGLEC1,cellinker,32822567,Cell adhesion,HAVCR1_SIGLEC1
9075,SIGLEC5,SIGLEC1,cellinker,32822567,Cell adhesion,SIGLEC5_SIGLEC1
9076,CRLF1,SORL1,cellinker,26858303,Secreted protein to receptor interaction,CRLF1_SORL1
9077,BPI,SLAMF9,cellinker,32822567,Secreted protein to receptor interaction,BPI_SLAMF9
9078,TGFA,ADAM17,cellinker,23801765,Cytokine-cytokine receptor interaction,TGFA_ADAM17
9079,IGKV1-16,CNTN2,cellinker,12139915,Cell adhesion,IGKV1-16_CNTN2
9080,GNA13,TBXA2R,cellinker,16212421,Cell adhesion,GNA13_TBXA2R
9081,BTK,EPOR,cellinker,15007095,Cell adhesion,BTK_EPOR
9082,BTK,JAK2,cellinker,15007095,Cell adhesion,BTK_JAK2
9083,BTK,TNFRSF10A,cellinker,15007095,Cell adhesion,BTK_TNFRSF10A
9084,BTN1A1,JAML,cellinker,32822567,Secreted protein to receptor interaction,BTN1A1_JAML
9085,BTN1A1,NEGR1,cellinker,32822567,Secreted protein to receptor interaction,BTN1A1_NEGR1
9086,BTN1A1,TARM1,cellinker,32822567,Secreted protein to receptor interaction,BTN1A1_TARM1
9087,TRBV20OR9-2,CXCR4,cellinker,29637711,Cytokine-cytokine receptor interaction,TRBV20OR9-2_CXCR4
9088,TIE1,TEK,cellinker,28396439,Cell adhesion,TIE1_TEK
9089,TGFA,CNIH1,cellinker,27635238,Secreted protein to ECM interaction,TGFA_CNIH1
9090,TGFA,NKD2,cellinker,27635238,Secreted protein to ECM interaction,TGFA_NKD2
9091,OCLN,TGFBR1,cellinker,17916321,Cell adhesion,OCLN_TGFBR1
9092,TGFBR1,TGFBR2,cellinker,24319055,Cell adhesion,TGFBR1_TGFBR2
9093,BMP15,TGFBR1,cellinker,27252362,Cytokine-cytokine receptor interaction,BMP15_TGFBR1
9094,OCLN,TGFBR2,cellinker,17916321,Cell adhesion,OCLN_TGFBR2
9095,CD98,THBS1,cellinker,10196234,Secreted protein to ECM interaction,CD98_THBS1
9096,OCLN,TJP1,cellinker,17916321,Cell adhesion,OCLN_TJP1
9097,TJP1,JAM1,cellinker,17916321;10856295,Cell adhesion,TJP1_JAM1
9098,TJP1,JAM2,cellinker,17916321,Cell adhesion,TJP1_JAM2
9099,TJP1,CLDN5,cellinker,10601346,Cell adhesion,TJP1_CLDN5
9100,TJP1,JAM3,cellinker,17916321,Cell adhesion,TJP1_JAM3
9101,TJP1,CLDN8,cellinker,10601346,Cell adhesion,TJP1_CLDN8
9102,TJP1,CLDN6,cellinker,10601346,Cell adhesion,TJP1_CLDN6
9103,TJP1,CLDN2,cellinker,10601346,Cell adhesion,TJP1_CLDN2
9104,TJP1,CLDN1,cellinker,11689568;10601346,Cell adhesion,TJP1_CLDN1
9105,ICAM5,MICA,cellinker,32822567,Cell adhesion,ICAM5_MICA
9106,ICAM5,ICAM5,cellinker,32822567,Cell adhesion,ICAM5_ICAM5
9107,TJP3,CLDN5,cellinker,10601346,Cell adhesion,TJP3_CLDN5
9108,MPDZ,CLDN5,cellinker,12403818,Cell adhesion,MPDZ_CLDN5
9109,TJP2,CLDN5,cellinker,10601346,Cell adhesion,TJP2_CLDN5
9110,MBL2,C1QB,cellinker,11560994,Secreted protein to receptor interaction,MBL2_C1QB
9111,CD134L,TRAF2,cellinker,9418902,Cell adhesion,CD134L_TRAF2
9112,CD134L,TNFRSF4,cellinker,12134113,Cell adhesion,CD134L_TNFRSF4
9113,TYK2,IL23R,cellinker,12023369,Secreted protein to receptor interaction,TYK2_IL23R
9114,TYRO3,LILRB5,cellinker,32822567,Cell adhesion,TYRO3_LILRB5
9115,TYRO3,UNC5D,cellinker,32822567,Cell adhesion,TYRO3_UNC5D
9116,CD300LF,TYRO3,cellinker,32822567,Cell adhesion,CD300LF_TYRO3
9117,TYRO3,HAVCR1,cellinker,32822567,Cell adhesion,TYRO3_HAVCR1
9118,VTN,VCAM1,cellinker,16601240,ECM-receptor interaction,VTN_VCAM1
9119,WNT5A,CTHRC1,cellinker,18606138,Secreted protein to ECM interaction,WNT5A_CTHRC1
9120,WNT7A,ADGRA2,cellinker,28289266,Secreted protein to receptor interaction,WNT7A_ADGRA2
9121,WNT7B,ADGRA2,cellinker,28289266,Secreted protein to receptor interaction,WNT7B_ADGRA2
9122,WNT11,CTHRC1,cellinker,18606138,Secreted protein to ECM interaction,WNT11_CTHRC1
9123,COL8A2,DDR1,cellinker,11254672,ECM-receptor interaction,COL8A2_DDR1
9124,MMP2,DDR1,cellinker,19262089,ECM-receptor interaction,MMP2_DDR1
9125,MMP9,DDR1,cellinker,19262089,ECM-receptor interaction,MMP9_DDR1
9126,MMP14,DDR1,cellinker,23519472,Cell adhesion,MMP14_DDR1
9127,MMP15,DDR1,cellinker,23519472,Cell adhesion,MMP15_DDR1
9128,MMP16,DDR1,cellinker,23519472,Cell adhesion,MMP16_DDR1
9129,DDR2,DDR1,cellinker,29616590,Cell adhesion,DDR2_DDR1
9130,TIMP3,DDR1,cellinker,16440311,Secreted protein to receptor interaction,TIMP3_DDR1
9131,NCSTN,LRP8,cellinker,16973241,Cell adhesion,NCSTN_LRP8
9132,PCSK9,LRP8,cellinker,29209441,Cytokine-cytokine receptor interaction,PCSK9_LRP8
9133,IL1R2,TNFSF13B,cellinker,32822567,Cell adhesion,IL1R2_TNFSF13B
9134,ACKR3,CXCR4,cellinker,29637711,Cell adhesion,ACKR3_CXCR4
9135,CCR2,CXCR4,cellinker,29637711,Cell adhesion,CCR2_CXCR4
9136,CEACAM21,LILRA6,cellinker,32822567,Cell adhesion,CEACAM21_LILRA6
9137,BOC,LILRA6,cellinker,32822567,Cell adhesion,BOC_LILRA6
9138,CALCA,ACKR3,cellinker,15193773,Secreted protein to receptor interaction,CALCA_ACKR3
9139,CALCA,DCLK3,cellinker,30139742,Secreted protein to receptor interaction,CALCA_DCLK3
9140,TCTN1,TCTN2,cellinker,21725307,Cell adhesion,TCTN1_TCTN2
9141,TCTN1,CEP290,cellinker,21725307,Cell adhesion,TCTN1_CEP290
9142,VTCN1,BTLA,cellinker,12796776,Cell adhesion,VTCN1_BTLA
9143,TREML2,ADGRF5,cellinker,32822567,Cell adhesion,TREML2_ADGRF5
9144,ADM2,DCLK3,cellinker,30139742,Secreted protein to receptor interaction,ADM2_DCLK3
9145,SEMA6D,PLXNA4,cellinker,26633812,Cell adhesion,SEMA6D_PLXNA4
9146,BTLA,CD276,cellinker,23223433,Cell adhesion,BTLA_CD276
9147,NCR3,CD276,cellinker,23223433,Cell adhesion,NCR3_CD276
9148,MPIG6B,OSCAR,cellinker,32822567,Cell adhesion,MPIG6B_OSCAR
9149,MPIG6B,UNC5D,cellinker,32822567,Cell adhesion,MPIG6B_UNC5D
9150,MPIG6B,UNC5A,cellinker,32822567,Cell adhesion,MPIG6B_UNC5A
9151,MPIG6B,BOC,cellinker,32822567,Cell adhesion,MPIG6B_BOC
9152,MBL2,CALR,cellinker,11560994,Secreted protein to ECM interaction,MBL2_CALR
9153,MTNR1A,CALR,cellinker,17215244,ECM-receptor interaction,MTNR1A_CALR
9154,TSHR,CALR,cellinker,12383251,ECM-receptor interaction,TSHR_CALR
9155,CASP8,FADD,cellinker,19118384,Cell adhesion,CASP8_FADD
9156,NR0B2,FGFRL1,cellinker,23640895,Secreted protein to receptor interaction,NR0B2_FGFRL1
9157,FLNA,CASR,cellinker,17215244,Cell adhesion,FLNA_CASR
9158,LNX1,CASR,cellinker,12468544,Cell adhesion,LNX1_CASR
9159,LNX1,IGSF5,cellinker,16832352,Cell adhesion,LNX1_IGSF5
9160,RTN4R,CNTNAP1,cellinker,14592966,Cell adhesion,RTN4R_CNTNAP1
9161,CAV1,DPP4,cellinker,26671446,Cell adhesion,CAV1_DPP4
9162,CAV1,EPHA2,cellinker,23951165,Cell adhesion,CAV1_EPHA2
9163,ESR1,CAV1,cellinker,15496458,Cell adhesion,ESR1_CAV1
9164,CAV1,PDGFRB,cellinker,11168929,Cell adhesion,CAV1_PDGFRB
9165,PIK3R1,CBL,cellinker,24113870,Cell adhesion,PIK3R1_CBL
9166,TNFRSF6B,SIGLEC10,cellinker,32822567,Cell adhesion,TNFRSF6B_SIGLEC10
9167,MPDZ,JAM1,cellinker,11689568,Cell adhesion,MPDZ_JAM1
9168,MPDZ,CLDN8,cellinker,12839333,Cell adhesion,MPDZ_CLDN8
9169,MPDZ,CLDN1,cellinker,11689568,Cell adhesion,MPDZ_CLDN1
9170,SIGLEC5,SIGLEC14,cellinker,32822567,Cell adhesion,SIGLEC5_SIGLEC14
9171,CD300LB,SIGLEC5,cellinker,32822567,Cell adhesion,CD300LB_SIGLEC5
9172,CD300LF,SIGLEC5,cellinker,32822567,Cell adhesion,CD300LF_SIGLEC5
9173,NCOR1,DLK1,cellinker,31661545,Cell adhesion,NCOR1_DLK1
9174,TNFRSF10C,HAVCR1,cellinker,32822567,Cell adhesion,TNFRSF10C_HAVCR1
9175,LILRA3,TNFRSF10B,cellinker,32822567,Cell adhesion,LILRA3_TNFRSF10B
9176,SEMA3E,NRP2,cellinker,20664165,Secreted protein to receptor interaction,SEMA3E_NRP2
9177,WNT3A,CTHRC1,cellinker,18606138,Secreted protein to ECM interaction,WNT3A_CTHRC1
9178,CD300LB,SIGLEC10,cellinker,32822567,Cell adhesion,CD300LB_SIGLEC10
9179,ADGRA3,SIGLEC10,cellinker,32822567,Cell adhesion,ADGRA3_SIGLEC10
9180,SIGLEC15,SIGLEC10,cellinker,32822567,Cell adhesion,SIGLEC15_SIGLEC10
9181,LRIT2,SIGLEC10,cellinker,32822567,Cell adhesion,LRIT2_SIGLEC10
9182,IGSF10,SLAMF9,cellinker,32822567,Secreted protein to receptor interaction,IGSF10_SLAMF9
9183,SEMA4G,SEMA5A,cellinker,24043639,Cell adhesion,SEMA4G_SEMA5A
9184,ANGPTL1,LILRB2,cellinker,24478758,Secreted protein to receptor interaction,ANGPTL1_LILRB2
9185,TJP3,CLDN8,cellinker,10601346,Cell adhesion,TJP3_CLDN8
9186,TJP2,CLDN8,cellinker,10601346,Cell adhesion,TJP2_CLDN8
9187,TJP3,CLDN6,cellinker,10601346,Cell adhesion,TJP3_CLDN6
9188,TJP2,CLDN6,cellinker,10601346,Cell adhesion,TJP2_CLDN6
9189,OCLN,CLDN2,cellinker,21098027,Cell adhesion,OCLN_CLDN2
9190,TJP3,CLDN2,cellinker,10601346,Cell adhesion,TJP3_CLDN2
9191,TJP2,CLDN2,cellinker,10601346,Cell adhesion,TJP2_CLDN2
9192,PATJ,CLDN1,cellinker,12403818,Cell adhesion,PATJ_CLDN1
9193,TJP3,CLDN1,cellinker,11689568;10601346,Cell adhesion,TJP3_CLDN1
9194,TJP2,CLDN1,cellinker,11689568;10601346,Cell adhesion,TJP2_CLDN1
9195,STUB1,DNAJA3,cellinker,21710689,Cell adhesion,STUB1_DNAJA3
9196,IGSF1,ACVR1B,cellinker,11266516,Secreted protein to receptor interaction,IGSF1_ACVR1B
9197,BMP3,ACVR1B,cellinker,27252362,Cytokine-cytokine receptor interaction,BMP3_ACVR1B
9198,BMP7,ACVR1B,cellinker,31619522,Secreted protein to receptor interaction,BMP7_ACVR1B
9199,CD2,CD53,cellinker,1346273,Cell adhesion,CD2_CD53
9200,SIGLEC9,IL1RL1,cellinker,32822567,Cell adhesion,SIGLEC9_IL1RL1
9201,MPIG6B,IL1RL1,cellinker,32822567,Cell adhesion,MPIG6B_IL1RL1
9202,CD300LF,TIMD4,cellinker,32822567,Cell adhesion,CD300LF_TIMD4
9203,BMP3,ACVR2A,cellinker,27252362,Cytokine-cytokine receptor interaction,BMP3_ACVR2A
9204,ACVRL1,ACVR2A,cellinker,30761306,Cell adhesion,ACVRL1_ACVR2A
9205,CD4,CCR5,cellinker,29637711,Cell adhesion,CD4_CCR5
9206,SIGLEC7,CD4,cellinker,32822567,Cell adhesion,SIGLEC7_CD4
9207,CD4,CXCR4,cellinker,29637711,Cell adhesion,CD4_CXCR4
9208,MAGI1,ESAM,cellinker,20298433,Cell adhesion,MAGI1_ESAM
9209,CD9,ADAM2,cellinker,10518536,Cell adhesion,CD9_ADAM2
9210,HLA-DRA,CD9,cellinker,21428930,Cell adhesion,HLA-DRA_CD9
9211,ITGA6,CD9,cellinker,11238109,Cell adhesion,ITGA6_CD9
9212,ITGA4,CD9,cellinker,21428930,Cell adhesion,ITGA4_CD9
9213,ITGA5,CD9,cellinker,21428930,Cell adhesion,ITGA5_CD9
9214,CD9,KIT,cellinker,12036870,Cell adhesion,CD9_KIT
9215,CD9,CLDN1,cellinker,17644758,Cell adhesion,CD9_CLDN1
9216,CD9,CD36,cellinker,11238109,Cell adhesion,CD9_CD36
9217,CD40LG,CD9,cellinker,21428930,Secreted protein to receptor interaction,CD40LG_CD9
9218,TLR2,CD14,cellinker,22329401,Cell adhesion,TLR2_CD14
9219,GDF10,ACVR2B,cellinker,27252362,Cytokine-cytokine receptor interaction,GDF10_ACVR2B
9220,CD44,ACVR2B,cellinker,30297743,Cell adhesion,CD44_ACVR2B
9221,HLA-DRA,CD19,cellinker,8119731,Cell adhesion,HLA-DRA_CD19
9222,HLA-DRB1,CD19,cellinker,8119731,Cell adhesion,HLA-DRB1_CD19
9223,CD19,CD81,cellinker,32338599,Cell adhesion,CD19_CD81
9224,MS4A1,CD82,cellinker,21428930,Cell adhesion,MS4A1_CD82
9225,MS4A1,CD53,cellinker,21428930,Cell adhesion,MS4A1_CD53
9226,SLIT2,GREM1,cellinker,29317497,Cytokine-cytokine receptor interaction,SLIT2_GREM1
9227,IL10,CD27,cellinker,9767422,Cytokine-cytokine receptor interaction,IL10_CD27
9228,ACVRL1,CDH5,cellinker,18337748,Cell adhesion,ACVRL1_CDH5
9229,ACVRL1,TGFBR1,cellinker,24319055,Cell adhesion,ACVRL1_TGFBR1
9230,ZPBP2,CD80,cellinker,32822567,Secreted protein to receptor interaction,ZPBP2_CD80
9231,FSTL5,CD86,cellinker,32822567,Secreted protein to receptor interaction,FSTL5_CD86
9232,TNFRSF8,DSCAM,cellinker,32822567,Cell adhesion,TNFRSF8_DSCAM
9233,TNFRSF8,DLL1,cellinker,32822567,Cell adhesion,TNFRSF8_DLL1
9234,PSG4,TNFSF8,cellinker,32822567,Secreted protein to receptor interaction,PSG4_TNFSF8
9235,SIGLEC14,CD33,cellinker,32822567,Cell adhesion,SIGLEC14_CD33
9236,LILRB2,CD33,cellinker,32822567,Cell adhesion,LILRB2_CD33
9237,FCAR,CD33,cellinker,32822567,Cell adhesion,FCAR_CD33
9238,SIGLEC7,CD33,cellinker,32822567,Cell adhesion,SIGLEC7_CD33
9239,SIGLEC9,CD33,cellinker,32822567,Cell adhesion,SIGLEC9_CD33
9240,SIGLEC8,CD33,cellinker,32822567,Cell adhesion,SIGLEC8_CD33
9241,SIGLEC15,CD33,cellinker,32822567,Cell adhesion,SIGLEC15_CD33
9242,CD33,IFNGR1,cellinker,32822567,Cell adhesion,CD33_IFNGR1
9243,CD33,MAG,cellinker,32822567,Cell adhesion,CD33_MAG
9244,CD33,SIGLEC1,cellinker,32822567,Cell adhesion,CD33_SIGLEC1
9245,SIGLEC5,CD33,cellinker,32822567,Cell adhesion,SIGLEC5_CD33
9246,CD33,SIGLEC10,cellinker,32822567,Cell adhesion,CD33_SIGLEC10
9247,CD33,CD33,cellinker,32822567,Cell adhesion,CD33_CD33
9248,CD300LB,SIGLEC6,cellinker,32822567,Cell adhesion,CD300LB_SIGLEC6
9249,FCAR,SIGLEC6,cellinker,32822567,Cell adhesion,FCAR_SIGLEC6
9250,LRIT1,SIGLEC6,cellinker,32822567,Cell adhesion,LRIT1_SIGLEC6
9251,PILRA,SIGLEC6,cellinker,32822567,Cell adhesion,PILRA_SIGLEC6
9252,KIR2DS4,SIGLEC6,cellinker,32822567,Cell adhesion,KIR2DS4_SIGLEC6
9253,MOG,SIGLEC6,cellinker,32822567,Cell adhesion,MOG_SIGLEC6
9254,MPZ,SIGLEC6,cellinker,32822567,Cell adhesion,MPZ_SIGLEC6
9255,IL23A,SIGLEC6,cellinker,32822567,Cytokine-cytokine receptor interaction,IL23A_SIGLEC6
9256,FSTL5,SIGLEC6,cellinker,32822567,Secreted protein to receptor interaction,FSTL5_SIGLEC6
9257,BTNL8,SIGLEC6,cellinker,32822567,Cell adhesion,BTNL8_SIGLEC6
9258,TLR6,CD36,cellinker,19471024,Cell adhesion,TLR6_CD36
9259,PCSK9,CD36,cellinker,29209441,Cytokine-cytokine receptor interaction,PCSK9_CD36
9260,ITGA6,CD36,cellinker,11238109,Cell adhesion,ITGA6_CD36
9261,TLR2,CD36,cellinker,19471024,Cell adhesion,TLR2_CD36
9262,HLA-DRA,CD37,cellinker,8119731,Cell adhesion,HLA-DRA_CD37
9263,HLA-DRB1,CD37,cellinker,8119731,Cell adhesion,HLA-DRB1_CD37
9264,CD53,CD37,cellinker,22624718,Cell adhesion,CD53_CD37
9265,CD81,CD37,cellinker,22624718,Cell adhesion,CD81_CD37
9266,NRG2,LRRTM2,cellinker,32822567,Secreted protein to receptor interaction,NRG2_LRRTM2
9267,NRG2,MPIG6B,cellinker,32822567,Secreted protein to receptor interaction,NRG2_MPIG6B
9268,IGDCC3,ILDR1,cellinker,32822567,Cell adhesion,IGDCC3_ILDR1
9269,CD40LG,CD53,cellinker,21428930,Secreted protein to receptor interaction,CD40LG_CD53
9270,CD44,CLDN7,cellinker,17579117;23230278,Cell adhesion,CD44_CLDN7
9271,HAS1,CD44,cellinker,27746219,ECM-receptor interaction,HAS1_CD44
9272,KDR,CD44,cellinker,26181364,Cell adhesion,KDR_CD44
9273,CD44,EPCAM,cellinker,17579117,Cell adhesion,CD44_EPCAM
9274,MET,CD44,cellinker,28536399,Cell adhesion,MET_CD44
9275,MMP14,CD44,cellinker,11381077,Cell adhesion,MMP14_CD44
9276,SRGN,CD44,cellinker,29588174;27819672,Cell adhesion,SRGN_CD44
9277,VEGFA,CD44,cellinker,26181364,Cytokine-cytokine receptor interaction,VEGFA_CD44
9278,CD47,HLA-C,cellinker,32822567,Cell adhesion,CD47_HLA-C
9279,GGT1,CD53,cellinker,21428930,Cell adhesion,GGT1_CD53
9280,HLA-C,CD53,cellinker,21428930,Cell adhesion,HLA-C_CD53
9281,HLA-DRA,CD53,cellinker,8119731;21428930,Cell adhesion,HLA-DRA_CD53
9282,HLA-DRB1,CD53,cellinker,8119731;21428930,Cell adhesion,HLA-DRB1_CD53
9283,CD58,PTPRT,cellinker,32822567,Cell adhesion,CD58_PTPRT
9284,HLA-DRA,CD63,cellinker,21428930,Cell adhesion,HLA-DRA_CD63
9285,ITGA6,CD63,cellinker,7629079,Cell adhesion,ITGA6_CD63
9286,ITGA3,CD63,cellinker,7629079,Cell adhesion,ITGA3_CD63
9287,CD63,KIT,cellinker,12036870,Cell adhesion,CD63_KIT
9288,IL10,CD70,cellinker,9767422,Cytokine-cytokine receptor interaction,IL10_CD70
9289,FCGR1A,CD72,cellinker,32822567,Cell adhesion,FCGR1A_CD72
9290,FCGR2A,CD72,cellinker,32822567,Cell adhesion,FCGR2A_CD72
9291,CD72,NCAM2,cellinker,32822567,Cell adhesion,CD72_NCAM2
9292,CD74,CXCR2,cellinker,29637711,Cell adhesion,CD74_CXCR2
9293,CD74,ACKR3,cellinker,29637711,Cell adhesion,CD74_ACKR3
9294,CD74,CXCR4,cellinker,29637711,Cell adhesion,CD74_CXCR4
9295,CR2,CD81,cellinker,7688513,Cell adhesion,CR2_CD81
9296,PCSK9,CD81,cellinker,29209441,Cytokine-cytokine receptor interaction,PCSK9_CD81
9297,GGT1,CD81,cellinker,21428930,Cell adhesion,GGT1_CD81
9298,HLA-C,CD81,cellinker,9126932,Cell adhesion,HLA-C_CD81
9299,HLA-DRA,CD81,cellinker,8119731,Cell adhesion,HLA-DRA_CD81
9300,HLA-DRB1,CD81,cellinker,8119731,Cell adhesion,HLA-DRB1_CD81
9301,ITGA6,CD81,cellinker,27993971,Cell adhesion,ITGA6_CD81
9302,ITGA4,CD81,cellinker,25222562,Cell adhesion,ITGA4_CD81
9303,ITGB1,CD81,cellinker,8757325,Cell adhesion,ITGB1_CD81
9304,CD81,KIT,cellinker,12036870,Cell adhesion,CD81_KIT
9305,GGT2,CD81,cellinker,21428930,Cell adhesion,GGT2_CD81
9306,IFITM1,CD81,cellinker,30075290,Cell adhesion,IFITM1_CD81
9307,CD81,CLDN12,cellinker,20375010,Cell adhesion,CD81_CLDN12
9308,CD81,CLDN6,cellinker,20375010,Cell adhesion,CD81_CLDN6
9309,CD81,CLDN1,cellinker,20375010,Cell adhesion,CD81_CLDN1
9310,CD81,CLDN9,cellinker,20375010,Cell adhesion,CD81_CLDN9
9311,ITGA6,CD151,cellinker,11884516;26992919,Cell adhesion,ITGA6_CD151
9312,ITGA3,CD151,cellinker,11884516;26992919,Cell adhesion,ITGA3_CD151
9313,ITGA7,CD151,cellinker,11884516,Cell adhesion,ITGA7_CD151
9314,ITGB1,CD151,cellinker,11884516;26992919,Cell adhesion,ITGB1_CD151
9315,ITGB4,CD151,cellinker,11884516,Cell adhesion,ITGB4_CD151
9316,MET,CD151,cellinker,28536399,Cell adhesion,MET_CD151
9317,MFAP3L,MPZL2,cellinker,32822567,Cell adhesion,MFAP3L_MPZL2
9318,MXRA5,MFAP3L,cellinker,32822567,Secreted protein to receptor interaction,MXRA5_MFAP3L
9319,IGF1R,CDH1,cellinker,22479204,Cell adhesion,IGF1R_CDH1
9320,MET,CDH1,cellinker,17336101,Cell adhesion,MET_CDH1
9321,CNGA4,CNGA4&CNGB1,cellinker,11739960,Cell adhesion,CNGA4_CNGA4&CNGB1
9322,CNGB1,CNGA1&CNGB1,cellinker,12626507;11739960,Cell adhesion,CNGB1_CNGA1&CNGB1
9323,CNGA2,CNGA2&CNGB1,cellinker,12626507;11739960;17032767,Cell adhesion,CNGA2_CNGA2&CNGB1
9324,CNGB1,CNGA2&CNGB1,cellinker,11739960,Cell adhesion,CNGB1_CNGA2&CNGB1
9325,CDH1,ITGA1&ITGB1,cellinker,12392763,Cell adhesion,CDH1_ITGA1&ITGB1
